"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","label","MCODE::Clusters (1)","MCODE::Node Status (1)","MCODE::Score (1)","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1.8","0.0010822510822510823","0.5555555555555556","0.6","5","2","false","uppP","","Unclustered","2.1999999999999997","uppP","18.4","0","5","0","0.9666666666666667","false","0","uppP","8","0.736"
"1.8","5.555555555555556E-4","0.5555555555555556","0.8","5","2","false","ampC","","Unclustered","4.0","ampC","20.2","0","5","0","0.9666666666666667","false","0","ampC","4","0.808"
"1.12","0.02467526917526917","0.8928571428571428","0.7878787878787878","22","2","false","gyrA","Cluster 0","Clustered","16.900584795321638","gyrA","18.954545454545453","0","22","0","0.995","false","0","gyrA","98","0.7581818181818182"
"1.12","0.011167332667332667","0.8928571428571428","0.8571428571428571","22","2","false","nusG","Cluster 0","Seed","17.810526315789474","nusG","19.727272727272727","0","22","0","0.995","false","0","nusG","66","0.7890909090909091"
"1.2","0.005048285048285048","0.8333333333333334","0.9052631578947369","20","2","false","rplL","Cluster 0","Clustered","16.900584795321638","rplL","20.35","0","20","0","0.9916666666666667","false","0","rplL","36","0.814"
"1.16","0.014916971916971918","0.8620689655172414","0.8761904761904762","21","2","false","rpsL","Cluster 0","Clustered","17.810526315789474","rpsL","19.904761904761905","0","21","0","0.9933333333333333","false","0","rpsL","52","0.7961904761904762"
"1.24","3.2539682539682536E-4","0.8064516129032259","0.9883040935672515","19","2","false","rplB","Cluster 0","Clustered","17.810526315789474","rplB","21.05263157894737","0","19","0","0.9900000000000001","false","0","rplB","4","0.8421052631578947"
"1.24","3.2539682539682536E-4","0.8064516129032259","0.9883040935672515","19","2","false","rpsS","Cluster 0","Clustered","17.810526315789474","rpsS","21.05263157894737","0","19","0","0.9900000000000001","false","0","rpsS","4","0.8421052631578947"
"1.2","0.014380952380952387","0.8333333333333334","0.9","20","2","false","rplP","Cluster 0","Clustered","17.810526315789474","rplP","20.2","0","20","0","0.9916666666666667","false","0","rplP","38","0.808"
"1.2","0.014380952380952387","0.8333333333333334","0.9","20","2","false","rpsH","Cluster 0","Clustered","17.810526315789474","rpsH","20.2","0","20","0","0.9916666666666667","false","0","rpsH","38","0.808"
"1.2","0.005325396825396824","0.8333333333333334","0.9263157894736842","20","2","false","rpsE","Cluster 0","Clustered","17.810526315789474","rpsE","20.4","0","20","0","0.9916666666666667","false","0","rpsE","28","0.816"
"1.24","3.2539682539682536E-4","0.8064516129032259","0.9883040935672515","19","2","false","rpsM","Cluster 0","Clustered","17.810526315789474","rpsM","21.05263157894737","0","19","0","0.9900000000000001","false","0","rpsM","4","0.8421052631578947"
"1.24","3.2539682539682536E-4","0.8064516129032259","0.9883040935672515","19","2","false","rpsK","Cluster 0","Clustered","17.810526315789474","rpsK","21.05263157894737","0","19","0","0.9900000000000001","false","0","rpsK","4","0.8421052631578947"
"1.2","0.0020836385836385837","0.8333333333333334","0.9526315789473684","20","2","false","nusA","Cluster 0","Clustered","17.810526315789474","nusA","20.7","0","20","0","0.9916666666666667","false","0","nusA","18","0.828"
"1.16","0.005214951714951714","0.8620689655172414","0.9095238095238095","21","2","false","infB","Cluster 0","Clustered","17.810526315789474","infB","20.285714285714285","0","21","0","0.9933333333333333","false","0","infB","38","0.8114285714285714"
"1.4","0.009683982683982685","0.7142857142857143","0.8380952380952381","15","2","false","mfd","","Unclustered","11.736263736263735","mfd","20.066666666666666","0","15","0","0.9833333333333334","false","0","mfd","34","0.8026666666666666"
"1.48","0.015825396825396826","0.6756756756756757","0.7307692307692307","13","2","false","mrcA","","Unclustered","9.696969696969697","mrcA","18.923076923076923","0","13","0","0.98","false","0","mrcA","42","0.7569230769230769"
"1.16","0.014916971916971918","0.8620689655172414","0.8761904761904762","21","2","false","gyrB","Cluster 0","Clustered","17.810526315789474","gyrB","19.904761904761905","0","21","0","0.9933333333333333","false","0","gyrB","52","0.7961904761904762"
"1.2","0.005048285048285048","0.8333333333333334","0.9052631578947369","20","2","false","dnaN","Cluster 0","Clustered","16.900584795321638","dnaN","20.35","0","20","0","0.9916666666666667","false","0","dnaN","36","0.814"
"1.04","0.04011177711177712","0.9615384615384615","0.75","24","2","false","rpoD","Cluster 0","Clustered","17.810526315789474","rpoD","18.458333333333332","0","24","0","0.9983333333333334","false","0","rpoD","138","0.7383333333333333"
"1.64","0.0019365079365079368","0.6097560975609756","0.8888888888888888","9","2","false","crp","","Unclustered","6.805555555555555","crp","20.666666666666668","0","9","0","0.9733333333333333","false","0","crp","8","0.8266666666666667"
"1.08","0.02227844377844378","0.9259259259259258","0.8023715415019763","23","2","false","rpoB","Cluster 0","Clustered","17.810526315789474","rpoB","19.08695652173913","0","23","0","0.9966666666666667","false","0","rpoB","100","0.7634782608695653"
"1.08","0.02227844377844378","0.9259259259259258","0.8023715415019763","23","2","false","rpoC","Cluster 0","Clustered","17.810526315789474","rpoC","19.08695652173913","0","23","0","0.9966666666666667","false","0","rpoC","100","0.7634782608695653"
"1.04","0.043000666000666","0.9615384615384615","0.75","24","2","false","rpoA","Cluster 0","Clustered","17.810526315789474","rpoA","18.458333333333332","0","24","0","0.9983333333333334","false","0","rpoA","138","0.7383333333333333"
"1.12","0.021453046953046954","0.8928571428571428","0.7922077922077922","22","2","false","rpoZ","Cluster 0","Clustered","16.900584795321638","rpoZ","19.0","0","22","0","0.995","false","0","rpoZ","96","0.76"
"1.76","0.0","0.5681818181818182","1.0","6","2","false","AMR64952.1","","Unclustered","6.0","AMR64952.1","20.833333333333332","0","6","0","0.9683333333333333","false","0","AMR64952.1","0","0.8333333333333334"
